x_m,y_m,z_m,depth_m,azn_deg,dip_deg,app_m,type
42.96216361,39.08644001,-15.32669585,60.07,246.87,66.28,0,2
42.96216361,39.08644001,-15.32669585,60.07,216.87,58.4,0,2
43.03368377,39.15150816,-15.35221058,60.17,262.32,60.77,0,2
43.133812,39.24260358,-15.38793119,60.31,252.58,59.59,0,2
43.15526805,39.26212402,-15.39558561,60.34,253.25,75.48,0,2
43.1767241,39.28164447,-15.40324003,60.37,356.89,49.31,0,2
43.20533217,39.30767173,-15.41344592,60.41,64,32.49,0,2
43.22678822,39.32719218,-15.42110034,60.44,180.86,45.46,0,1
43.31976443,39.41178078,-15.45426948,60.57,181.35,34.5,0,2
43.35552452,39.44431485,-15.46702684,60.62,170.35,45.25,0,2
43.3912846,39.47684893,-15.47978421,60.67,255.52,66.49,0,2
43.41274065,39.49636938,-15.48743863,60.7,247.34,62.69,0,2
43.45565275,39.53541027,-15.50274746,60.76,252.1,66.61,0,-1
43.48426082,39.56143753,-15.51295335,60.8,30.04,60.67,0,2
43.54862897,39.61999887,-15.5359166,60.89,1.38,51.32,0,2
43.58438905,39.65253295,-15.54867397,60.94,22.49,76.35,0,2
43.62014913,39.68506702,-15.56143133,60.99,246.67,58.05,0,2
43.65590921,39.7176011,-15.57418869,61.04,224.68,63.93,0,2
43.66306123,39.72410792,-15.57674017,61.05,236.46,63.52,0,2
43.72027736,39.77616244,-15.59715195,61.13,229.58,60.57,0,2
43.74173341,39.79568289,-15.60480636,61.16,247.27,49.64,0,2
43.76318946,39.81520333,-15.61246078,61.19,251.71,60,0,2
43.79179753,39.84123059,-15.62266667,61.23,30.33,35.53,0,2
43.79894955,39.84773741,-15.62521815,61.24,218.57,83.81,0,2
43.87046971,39.91280556,-15.65073287,61.34,236.93,77.09,0,1
43.90622979,39.94533964,-15.66349023,61.39,34.52,79.84,0,2
43.94198988,39.97787372,-15.6762476,61.44,33.62,84.79,0,2
43.99920601,40.02992824,-15.69665938,61.52,346.02,47.61,0,2
44.03496609,40.06246232,-15.70941674,61.57,231.91,76.08,0,2
44.10648626,40.12753047,-15.73493147,61.67,209.16,89.04,0,2
44.31389474,40.31622812,-15.80892417,61.96,197.15,72.22,0,2
44.53560725,40.51793939,-15.88801982,62.27,149.75,35.39,0,2
44.57851935,40.55698029,-15.90332866,62.33,211.96,77.14,0,2
44.71440767,40.68060978,-15.95180664,62.52,14.83,58.17,0,2
44.72155968,40.68711659,-15.95435811,62.53,189.55,35.14,0,2
45.16498471,41.09053915,-16.11254941,63.15,350.35,58.19,0,2
45.27226496,41.18814138,-16.1508215,63.3,200.57,41.41,0,2
45.30802504,41.22067545,-16.16357886,63.35,226.86,25.29,0,2
45.34378513,41.25320953,-16.17633622,63.4,173.51,46.03,0,2
45.35808916,41.26622316,-16.18143917,63.42,259.41,48.13,0,2
45.42960933,41.33129132,-16.2069539,63.52,220.96,64.07,0,2
45.45821739,41.35731858,-16.21715979,63.56,242.41,43.01,0,2
45.47967344,41.37683902,-16.2248142,63.59,252.14,67.3,0,2
45.48682546,41.38334584,-16.22736568,63.6,221.84,56.43,0,2
45.50112949,41.39635947,-16.23246862,63.62,226.72,55.3,0,2
45.52258554,41.41587992,-16.24012304,63.65,349.53,55.25,0,2
45.55119361,41.44190718,-16.25032893,63.69,255.1,61.73,0,2
45.55834562,41.44841399,-16.2528804,63.7,248.5,50.03,0,2
45.57980167,41.46793444,-16.26053482,63.73,239,46.59,0,2
45.57980167,41.46793444,-16.26053482,63.73,348.35,64.24,0,2
45.67277789,41.55252304,-16.29370396,63.86,352.66,50.31,0,2
45.67992991,41.55902985,-16.29625544,63.87,2.61,50.23,0,2
45.78005814,41.65012527,-16.33197605,64.01,296.4,79.54,0,2
45.86588234,41.72820705,-16.36259372,64.13,205.7,56.57,0,2
45.93025049,41.78676839,-16.38555698,64.22,0.08,59.44,0,2
45.93025049,41.78676839,-16.38555698,64.22,252.98,49.89,0,2
45.9374025,41.79327521,-16.38810845,64.23,89.64,40.52,0,2
45.95885855,41.81279565,-16.39576287,64.26,249.12,63.62,0,2
46.03753074,41.88437062,-16.42382907,64.37,250.3,68.69,0,2
46.05183477,41.89738425,-16.42893201,64.39,355.59,69.28,0,2
46.09474687,41.93642515,-16.44424085,64.45,358.07,57.67,0,2
46.16626703,42.0014933,-16.46975557,64.55,351.5,55.02,0,2
46.1948751,42.02752056,-16.47996146,64.59,357.7,56.77,0,2
46.2377872,42.06656145,-16.4952703,64.65,233.44,50.53,0,2
46.24493922,42.07306827,-16.49782177,64.66,0.06,62.18,0,2
46.30930737,42.13162961,-16.52078502,64.75,260.03,52.53,0,2
46.34506745,42.16416369,-16.53354239,64.8,33.41,37.85,0,2
46.42373963,42.23573865,-16.56160859,64.91,19.38,29.44,0,2
46.43089165,42.24224547,-16.56416006,64.92,229.36,49.51,0,2
46.47380375,42.28128636,-16.57946889,64.98,258.66,58.63,0,2
46.50241181,42.30731362,-16.58967478,65.02,232.21,52.8,0,2
46.51671585,42.32032725,-16.59477773,65.04,21.02,60,0,2
46.55962795,42.35936815,-16.61008657,65.1,249.2,51.3,0,2
46.581084,42.37888859,-16.61774098,65.13,245.27,50.51,0,2
46.64545215,42.43744993,-16.64070424,65.22,29.72,58.01,0,2
46.6669082,42.45697038,-16.64835865,65.25,30.34,52.98,0,2
46.70266828,42.48950445,-16.66111602,65.3,35.33,58.44,0,2
46.71697231,42.50251809,-16.66621896,65.32,1.38,56.75,0,2
46.71697231,42.50251809,-16.66621896,65.32,231.52,58.42,0,2
46.76703643,42.54806579,-16.68407927,65.39,246.99,63.3,0,2
46.84570861,42.61964076,-16.71214547,65.5,240.86,59.88,0,2
46.86716466,42.63916121,-16.71979989,65.53,241.14,57.61,0,2
46.87431668,42.64566802,-16.72235136,65.54,250.09,46.35,0,2
46.91007676,42.6782021,-16.73510872,65.59,243.06,66.08,0,2
46.92438079,42.69121573,-16.74021167,65.61,220.03,57.22,0,2
46.93153281,42.69772255,-16.74276314,65.62,343.91,57.89,0,2
47.00305297,42.7627907,-16.76827787,65.72,253.09,61.91,0,2
47.00305297,42.7627907,-16.76827787,65.72,357.59,54.27,0,2
47.01735701,42.77580433,-16.77338081,65.74,240.52,56.84,0,2
47.06742112,42.82135204,-16.79124112,65.81,242.66,86.72,0,2
47.08172516,42.83436567,-16.79634406,65.83,251.97,68.79,0,2
47.11748524,42.86689975,-16.80910143,65.88,245.35,54.89,0,2
47.22476549,42.96450198,-16.84737352,66.03,62.76,42.13,0,2
47.25337355,42.99052924,-16.85757941,66.07,252.05,51.12,0,2
47.33204574,43.06210421,-16.8856456,66.18,245.17,58.72,0,2
47.38926187,43.11415873,-16.90605739,66.26,2.07,70.32,0,2
47.46078204,43.17922689,-16.93157211,66.36,254.66,55.14,0,2
47.56091027,43.2703223,-16.96729273,66.5,248.51,64.34,0,2
47.58951833,43.29634956,-16.97749862,66.54,256.3,74.76,0,2
47.60382237,43.30936319,-16.98260156,66.56,7.12,62.46,0,2
47.65388648,43.3549109,-17.00046187,66.63,210.31,48.83,0,2
47.71110262,43.40696542,-17.02087365,66.71,259.19,55.99,0,2
47.77547077,43.46552676,-17.04383691,66.8,251.66,68.85,0,2
47.80407883,43.49155402,-17.0540428,66.84,261.89,70.22,0,2
47.92566311,43.60216989,-17.09741783,67.01,195.94,59.86,0,2
47.95427118,43.62819715,-17.10762372,67.05,49.05,45.52,0,2
47.9614232,43.63470396,-17.11017519,67.06,254.71,58.52,0,2
48.21174378,43.8624425,-17.19947673,67.41,29.99,37.08,0,2
48.23319983,43.88196295,-17.20713115,67.44,58.8,36.63,0,2
48.26895991,43.91449702,-17.21988851,67.49,35.57,34.08,0,2
48.38339217,44.01860607,-17.26071208,67.65,252.83,73.18,0,2
48.39054419,44.02511288,-17.26326355,67.66,354.43,59.91,0,2
48.41200024,44.04463333,-17.27091797,67.69,235.41,60.62,0,2
48.42630427,44.05764696,-17.27602091,67.71,238.92,61.75,0,2
48.44060831,44.07066059,-17.28112386,67.73,224.64,59.8,0,2
48.46206436,44.09018104,-17.28877827,67.76,197.04,57.15,0,2
48.49067242,44.1162083,-17.29898416,67.8,247.39,60.01,0,2
48.50497646,44.12922193,-17.30408711,67.82,232.79,52.58,0,2
48.52643251,44.14874238,-17.31174153,67.85,240.42,59.93,0,2
48.54073654,44.16175601,-17.31684447,67.87,233.06,60.4,0,2
48.56219259,44.18127645,-17.32449889,67.9,248.92,63.24,0,2
48.61940872,44.23333098,-17.34491067,67.98,261.91,73.85,0,2
48.66232082,44.27237187,-17.36021951,68.04,251.16,57.19,0,2
48.68377687,44.29189232,-17.36787392,68.07,255.08,62.49,0,2
48.69092889,44.29839913,-17.3704254,68.08,237.56,64.02,0,2
48.6980809,44.30490595,-17.37297687,68.09,353,57,0,2
48.71953695,44.32442639,-17.38063129,68.12,259.28,67.74,0,2
48.72668897,44.33093321,-17.38318276,68.13,219.25,57.56,0,2
48.73384099,44.33744002,-17.38573423,68.14,48.7,42.29,0,2
48.76244905,44.36346728,-17.39594012,68.18,260.7,50.99,0,2
48.80536115,44.40250818,-17.41124896,68.24,255.43,55.19,0,2
48.81966519,44.41552181,-17.4163519,68.26,253.55,70.76,0,2
48.8697293,44.46106952,-17.43421221,68.33,252,57.86,0,2
48.9126414,44.50011041,-17.44952105,68.39,259.58,55.16,0,2
48.94840148,44.53264448,-17.46227841,68.44,252.91,60.51,0,2
48.9555535,44.5391513,-17.46482988,68.45,183.07,42.83,0,2
48.9555535,44.5391513,-17.46482988,68.45,245.26,74.23,0,2
48.9984656,44.57819219,-17.48013872,68.51,251.42,82.66,0,2
49.07713778,44.64976716,-17.50820492,68.62,253.95,66.73,0,2
49.0842898,44.65627398,-17.51075639,68.63,216.64,55.2,0,2
49.0842898,44.65627398,-17.51075639,68.63,250.04,64.71,0,2
49.12004988,44.68880805,-17.52351375,68.68,34.55,45.91,0,2
49.16296198,44.72784895,-17.53882259,68.74,252.95,63.88,0,2
49.17726602,44.74086258,-17.54392553,68.76,250.03,60.88,0,2
49.19157005,44.75387621,-17.54902848,68.78,253.28,60.48,0,2
49.27024223,44.82545118,-17.57709468,68.89,254.53,57.29,0,2
49.36321845,44.91003978,-17.61026382,69.02,249.19,58.38,0,2
49.37037046,44.91654659,-17.61281529,69.03,6.79,46.12,0,2
49.3846745,44.92956022,-17.61791824,69.05,260.39,80.19,0,2
49.39897853,44.94257385,-17.62302118,69.07,248.25,60.84,0,2
49.41328256,44.95558748,-17.62812413,69.09,75.77,74.68,0,2
49.4704987,45.00764201,-17.64853591,69.17,255.12,67.2,0,2
49.49195474,45.02716245,-17.65619033,69.2,257.91,65.73,0,2
49.52056281,45.05318972,-17.66639622,69.24,250.45,73.34,0,2
49.54201886,45.07271016,-17.67405064,69.27,252.1,65,0,2
49.54917088,45.07921698,-17.67660211,69.28,243.97,67.44,0,2
49.57062693,45.09873742,-17.68425653,69.31,258.72,65.99,0,2
49.59208298,45.11825787,-17.69191094,69.34,248.89,65.69,0,2
49.61353903,45.13777832,-17.69956536,69.37,255.62,53.22,0,2
49.64214709,45.16380558,-17.70977125,69.41,255.62,65.53,0,2
49.64929911,45.17031239,-17.71232272,69.42,313.89,50.46,0,2
49.66360314,45.18332602,-17.71742567,69.44,256.78,70.01,0,2
49.67790718,45.19633965,-17.72252861,69.46,244.77,55.52,0,-1
49.71366726,45.22887373,-17.73528598,69.51,244.49,65.11,0,2
49.72081928,45.23538055,-17.73783745,69.52,312.51,47.27,0,2
49.72797129,45.24188736,-17.74038892,69.53,255.99,67.96,0,2
49.75657936,45.26791462,-17.75059481,69.57,258.47,58.46,0,2
49.77088339,45.28092825,-17.75569776,69.59,260.74,44.78,0,2
49.80664347,45.31346233,-17.76845512,69.64,11.22,37.86,0,2
49.86385961,45.36551685,-17.7888669,69.72,245.12,59.55,0,2
49.87101162,45.37202367,-17.79141837,69.73,241.9,66.92,0,2
49.92107574,45.41757138,-17.80927868,69.8,241.89,65.33,0,2
49.92822776,45.42407819,-17.81183016,69.81,272.42,60.65,0,2
49.97829187,45.4696259,-17.82969046,69.88,168.67,38.82,0,2
50.02120397,45.50866679,-17.8449993,69.94,260.73,51.01,0,2
50.02120397,45.50866679,-17.8449993,69.94,243.38,64.12,0,2
50.05696405,45.54120087,-17.85775666,69.99,1.54,46.39,0,2
50.0784201,45.56072132,-17.86541108,70.02,259.18,51.89,0,2
50.11418019,45.59325539,-17.87816844,70.07,243.52,68.55,0,2
50.1213322,45.59976221,-17.88071992,70.08,255.03,65.83,0,2
50.1642443,45.6388031,-17.89602875,70.14,260.45,59.6,0,2
50.17139632,45.64530992,-17.89858022,70.15,197.25,66.85,0,2
50.20000439,45.67133718,-17.90878611,70.19,86.11,69.92,0,2
50.20000439,45.67133718,-17.90878611,70.19,185.2,71.63,0,2
50.2071564,45.67784399,-17.91133759,70.2,251.14,84.47,0,2
50.23576447,45.70387125,-17.92154348,70.24,96.63,36.15,0,2
50.30013262,45.76243259,-17.94450673,70.33,217.4,61.55,0,2
50.30013262,45.76243259,-17.94450673,70.33,261.33,50.58,0,2
50.34304472,45.80147348,-17.95981557,70.39,189.47,48.81,0,2
50.37165278,45.82750075,-17.97002146,70.43,285.28,72.89,0,2
50.41456488,45.86654164,-17.98533029,70.49,227.16,47.28,0,2
50.45032497,45.89907572,-17.99808765,70.54,254.3,67.62,0,2
50.47893303,45.92510298,-18.00829354,70.58,91.26,40.21,0,2
50.48608505,45.93160979,-18.01084502,70.59,255.97,64.64,0,2
50.52184513,45.96414387,-18.02360238,70.64,249.66,58.83,0,2
50.55760522,45.99667795,-18.03635974,70.69,273.29,66.51,0,2
50.57906127,46.01619839,-18.04401416,70.72,40.27,44.17,0,2
50.57906127,46.01619839,-18.04401416,70.72,246.34,59.14,0,2
50.66488546,46.09428018,-18.07463183,70.84,242.77,71.67,0,2
50.69349353,46.12030744,-18.08483772,70.88,250.58,51.19,0,2
50.75070966,46.17236196,-18.1052495,70.96,242.96,62,0,-1
50.75070966,46.17236196,-18.1052495,70.96,356.87,65.2,0,2
50.7650137,46.18537559,-18.11035245,70.98,246.93,52.5,0,2
50.79362176,46.21140285,-18.12055834,71.02,257.07,44.01,0,2
50.82222983,46.23743012,-18.13076423,71.06,252.05,59.06,0,2
50.85798991,46.26996419,-18.14352159,71.11,254.27,67.67,0,2
50.90090201,46.30900508,-18.15883043,71.17,220.06,56.78,0,1
50.93666209,46.34153916,-18.17158779,71.22,214.52,58.37,0,2
50.95096613,46.35455279,-18.17669074,71.24,187.05,45.87,0,2
50.95096613,46.35455279,-18.17669074,71.24,55.15,46.92,0,2
50.96527016,46.36756642,-18.18179368,71.26,77.24,84.08,0,2
50.97242218,46.37407324,-18.18434515,71.27,186.29,32.2,0,2
51.02963831,46.42612776,-18.20475693,71.35,252.57,67.73,0,2
51.04394234,46.43914139,-18.20985988,71.37,240.95,65.79,0,2
51.07970243,46.47167547,-18.22261724,71.42,244.01,51.4,0,2
51.12261453,46.51071636,-18.23792608,71.48,84.01,74.63,0,2
51.12976654,46.51722318,-18.24047755,71.49,261.04,78.39,0,2
51.17267864,46.55626407,-18.25578639,71.55,252.33,53.43,0,2
51.17983066,46.56277088,-18.25833786,71.56,33.88,39.5,0,2
51.20128671,46.58229133,-18.26599228,71.59,253.38,62.68,0,2
51.22274276,46.60181178,-18.27364669,71.62,251.45,82.94,0,2
51.27280687,46.64735948,-18.291507,71.69,66.26,38.7,0,2
51.35863107,46.72544127,-18.32212467,71.81,336.25,68.77,0,2
51.35863107,46.72544127,-18.32212467,71.81,342.36,72,0,2
51.39439116,46.75797535,-18.33488204,71.86,252.76,57.76,0,2
51.5016714,46.85557758,-18.37315413,72.01,253.29,66.36,0,2
51.56603955,46.91413892,-18.39611738,72.1,250.75,63.6,0,2
51.60895165,46.95317981,-18.41142621,72.16,247.78,70.06,0,2
51.62325569,46.96619344,-18.41652916,72.18,170.04,36.8,0,2
51.77344803,47.10283656,-18.47011008,72.39,248.06,45.71,0,2
51.82351215,47.14838427,-18.48797039,72.46,228.3,72,0,2
51.85927223,47.18091835,-18.50072775,72.51,250.18,69.45,0,2
51.87357627,47.19393198,-18.5058307,72.53,248.5,77.23,0,2
51.8878803,47.20694561,-18.51093365,72.55,243.02,69.98,0,2
51.91648837,47.23297287,-18.52113954,72.59,252.73,57.49,0,2
52.00946458,47.31756147,-18.55430868,72.72,264.77,63.35,0,2
52.00946458,47.31756147,-18.55430868,72.72,191.3,52.35,0,2
52.11674483,47.4151637,-18.59258077,72.87,235.97,66.7,0,2
52.17396096,47.46721822,-18.61299255,72.95,7.35,42.36,0,2
52.2311771,47.51927275,-18.63340433,73.03,353.06,64.98,0,2
52.2740892,47.55831364,-18.64871316,73.09,47.83,29.42,0,2
52.37421743,47.64940905,-18.68443378,73.23,43.85,27.61,0,2
52.54586583,47.80557262,-18.74566912,73.47,68.1,89.54,0,2
52.58877792,47.84461352,-18.76097796,73.53,350.2,56.51,0,2
52.63884204,47.89016122,-18.77883827,73.6,236.77,60,0,2
52.87485859,48.10488613,-18.86303686,73.93,244.84,48.64,0,2
52.91061867,48.13742021,-18.87579423,73.98,343.24,68.05,0,2
52.96068279,48.18296792,-18.89365453,74.05,238.88,56.08,0,2
53.12517917,48.33262467,-18.9523384,74.28,231.67,61.92,0,2
53.25391547,48.44974735,-18.99826491,74.46,26.98,24.65,0,2
53.2682195,48.46276098,-19.00336786,74.48,231.73,65.12,0,2
53.34689168,48.53433595,-19.03143405,74.59,24.3,26.57,0,2
53.3969558,48.57988365,-19.04929436,74.66,350.58,74.48,0,2
53.53284411,48.70351315,-19.09777234,74.85,220.84,50.85,0,2
53.84038083,48.98330621,-19.20748566,75.28,97.76,36,0,2
54.05494132,49.17851067,-19.28402984,75.58,224.86,78.1,0,2
54.14791754,49.26309927,-19.31719898,75.71,165.16,30.15,0,2
54.36247804,49.45830373,-19.39374316,76.01,51.83,47.23,0,2
54.45545425,49.54289233,-19.42691231,76.14,255.36,80.88,0,2
54.56988652,49.64700138,-19.46773587,76.3,27.95,15.72,0,2
